,European,Asian,African,Hispanic\Latin American,Other\Mixed,African Am.\Caribbean
2007,95.46877083934282,2.1398418768823255,0.005427921850332034,0.715245016392324,1.1839072972981357,0.48680704823406445
2008,95.1011366168098,3.063070906091974,0.0,0.0018722069013290797,1.2673904618547205,0.5665298083421795
2009,88.17080095111612,7.104875896400525,0.2581369281735574,0.22411702127340147,3.360464184064211,0.8816050189721784
2010,86.54053448485114,10.130012545952154,0.273145558179968,0.05967765448864293,2.493732409993386,0.5028973465347104
2011,78.18996425799905,15.879633775071634,0.1508370891037886,0.3992216103549825,1.716010899196116,3.6643323682744344
2012,71.14662005862854,20.044551555522915,0.3222675257335654,0.9107138411248187,2.9596594840619206,4.616187534928234
2013,81.54988995956967,12.098363203260892,0.40950022264126695,0.8179990982806872,0.641571896778109,4.48267561946938
2014,76.42306841072472,18.739836388038718,0.2442817477506906,1.1682679903328812,0.9917140672674293,2.432831395885557
2015,84.47283664473618,11.888388849857233,0.3654944566674072,0.9562165318653587,0.6597104924751553,1.6573530243986703
2016,90.97062414044787,4.544350654902685,0.19793396209236194,1.5385387897469478,1.2986679343587633,1.4498845184513756
2017,88.14093245466253,6.2941896577842495,0.5639146232407469,2.2958860691545295,0.5184124160253419,2.1866647791326
