,European,Asian,African,Hispanic/Latin American,Other/Mixed,African Am./Caribbean
2007,95.46877083934282,2.1398418768823255,0.005427921850332034,0.715245016392324,1.1839072972981357,0.48680704823406445
2008,95.28841652261596,2.9459719821377126,0.0,0.0018006338231057331,1.2189390665514261,0.5448717948717948
2009,88.17080095111612,7.104875896400525,0.2581369281735574,0.22411702127340147,3.360464184064211,0.8816050189721784
2010,86.85349173821109,9.894471179222933,0.2667944230952011,0.058290039593035914,2.4357485587945535,0.49120406108319165
2011,78.23157433243296,15.823329580765053,0.15679047665047985,0.39756479372639936,1.7088892521738268,3.681851564251276
2012,72.36644596268563,19.56948888614735,0.31462967608629483,0.7293458634857898,2.8895145506097295,4.130575060985202
2013,82.1979274290176,11.686518818355802,0.3942727390550781,0.7875813667291752,0.6177147045535591,4.315984942288781
2014,76.60557592464752,18.615218483555303,0.2501819213107905,1.1520418661187533,0.9779401080615504,2.3990416963060786
2015,88.06457419495419,9.115275422457596,0.28023836366564664,0.7388894678502743,0.5105744665397163,1.290448084532573
2016,90.78497879352601,4.650166250612793,0.16766584583150423,1.4656609179869835,1.0972906957344137,1.8342374963083052
2017,88.13079274853263,6.242577546002445,0.5691388309436494,2.2955708686802105,0.6624643465564356,2.099455659284636
2018,72.18420468414769,24.539650530043534,0.27225327494595236,1.3469676548066185,0.0988922060321807,1.5580316500240177
