5,26426971
20,29777097
21,29899525
35,29891935
36,29662059
52,29782485
53,29892015
60,29892016
62,27479909
83,29739929
86,29728651
94,29413154
96,29662168
191,29917119
214,27668658
220,29618737
281,29924316
360,29563502
407,27898682
423,24532676
440,29895819
442,29844224
452,26362759
484,29743610
509,29921221
528,29030101
533,28941034
556,29107063
566,29883787
771,29296818
801,29752348
802,29059373
817,29621232
881,29847655
897,27271309
907,28838971
920,29505938
949,29923122
1044,29848360
1045,25817017
1051,26051272
1057,25897833
1061,25799145
1066,27846281
1067,23181788
1068,27601451
1074,27296613
1078,29213071
1081,26545403
1082,28902444
1083,29036319
1084,23603761
1085,28406950
1088,23728906
1089,19654303
1095,27899376
1100,26451028
1104,19838195
1111,24159190
1112,25849990
1115,24816252
1122,25064007
1123,26443449
1124,19915572
1129,20152958
1133,20383147
1134,22923026
1139,18454146
1140,19734903
1141,22683750
1143,22075330
1145,20953188
1148,25385369
1149,29608257
1152,29458411
1155,19060910
1156,23575436
1157,29762745
1158,26586795
1160,22726844
1164,29724592
1169,29494758
1172,24383474
1176,29622589
1177,18179892
1179,29650774
1184,18282107
1188,27167565
1190,19915575
1191,19219042
1195,29767774
1198,28082259
1200,24024966
1206,29698431
1207,28738859
1208,24141364
1215,27632927
1220,24943344
1221,25352737
1222,25468567
1227,23726511
1231,25886283
1232,21042317
1233,24963161
1236,26708285
1239,26718567
1240,29147026
1241,22792071
1242,21804549
1244,18193046
1246,24253340
1247,29631575
1248,26202629
1252,18940312
1253,22570697
1255,19503088
1259,17660530
1262,26169577
1263,24143882
1264,23958962
1265,23459209
1268,26584805
1271,22452962
1276,29178545
1278,29632305
1279,22683712
1280,29703846
1281,25256182
1284,28232668
1285,19651812
1286,22004975
1287,25964295
1289,25987507
1291,22197929
1293,28545128
1295,21602798
1298,22116812
1300,28193307
1301,24149102
1302,21418511
1303,18385738
1304,29263402
1306,20195514
1307,22138694
1308,19117981
1311,22081228
1314,27669027
1315,24487271
1316,24722205
1317,24665060
1319,20694014
1321,29559738
1323,22961000
1324,19268276
1325,28181694
1326,25327703
1327,29066090
1328,28714907
1330,20548944
1331,25085501
1332,21242260
1333,21037568
1335,24292274
1337,23648065
1339,18840781
1340,25862617
1341,23886662
1343,24927181
1344,19578367
1345,27569725
1346,24143190
1347,21685187
1350,22566624
1351,25027321
1352,24714607
1353,23028342
1355,20512145
1356,28598419
1357,29628937
1362,25028398
1365,26366553
1367,25877299
1368,20228798
1369,29324852
1370,23585552
1371,29170203
1372,23720494
1373,27005825
1375,21357676
1377,23658558
1378,24950379
1380,27157822
1381,29212900
1383,25608926
1385,22986903
1386,25967671
1387,27236921
1391,19249006
1393,21841780
1394,26025379
1395,20981099
1397,21544081
1398,18264097
1404,22420046
1405,28373541
1406,26394188
1407,22941191
1408,23512250
1412,25108383
1413,23143602
1414,18264096
1416,22037551
1417,29310926
1418,27402877
1419,21399635
1420,23708191
1422,24165912
1423,23146381
1424,20543847
1425,28374850
1427,21626137
1428,20436469
1430,28087736
1434,21532571
1436,21160077
